NCESSCH	PCT_BACH	PCT_ADVC	P_EXPLT6	P_EXPGT5	MEAN_EXP	M_BSALT6	M_BSAGT5	M_BSAL
482517006724	74.1	25.9	16.7	83.3	15	41711	50967	49424
482517006725	79.7	20.3	28.8	71.2	12	41335	49462	47121
482517007335	79.4	20.6	23.8	76.2	12	41536	49120	47314
482517007336	76.4	23.6	20.0	80.0	13	41052	49099	47490
482517007641	84.6	15.4	38.5	61.5	10	41334	48056	45471
482517007951	80.6	19.4	19.4	80.6	11	41285	47175	46032
482517008271	69.0	31.0	21.4	78.6	13	40892	51265	49043
482517008625	0.0	-1.0	0.0	-1.0	-1	-2	-1	-1
482517008626	75.0	25.0	15.0	85.0	14	41512	50300	48982
482517008627	79.3	20.7	34.5	65.5	11	41420	49064	46428
482517008628	81.8	18.2	32.5	67.5	12	41423	49130	46627
482517008629	76.9	23.1	53.8	46.2	7	41219	46924	43852
482517008824	79.4	20.6	29.4	70.6	12	41681	49026	46866
482517008825	72.1	27.9	27.9	72.1	11	42000	47959	46298
482517008826	84.7	15.3	22.0	78.0	12	40643	48149	46495
482517009612	50.0	50.0	-1.0	83.3	12	-1	49144	47804
482517009613	79.0	19.8	37.0	63.0	9	41629	47326	45216
482517009614	84.6	15.4	41.5	58.5	9	40488	48639	45253
482517010759	72.8	26.6	41.0	59.0	9	41956	48758	45966
482517010760	67.4	32.6	20.0	80.0	12	42674	49372	48032
482517010763	83.8	16.2	32.4	67.6	10	41563	47563	45622
482517010764	81.0	19.0	25.9	74.1	13	41547	49289	47286
482517010765	88.7	11.3	43.5	56.5	9	41304	47637	44879
482517010766	80.0	20.0	43.3	56.7	9	42164	48178	45572
482517010767	85.1	14.9	31.1	68.9	10	41497	46736	45108
482517010768	87.7	12.3	47.4	52.6	9	41690	47562	44781
482517021314	77.1	22.9	32.5	67.5	11	41698	50269	47480
482520002815	90.9	9.1	24.2	75.8	16	36463	46859	44339
482520002816	83.3	16.7	25.9	74.1	14	38160	47004	44711
482520002817	82.9	17.1	48.6	51.4	10	35774	46392	41235
482520002818	90.3	9.7	19.4	80.6	14	36608	45619	43875
482520005754	84.4	15.6	18.8	81.3	12	35887	43671	42212
482520009321	85.7	-1.0	0.0	100.0	21	-2	49726	49726
482520009572	96.4	-1.0	21.4	78.6	11	36327	42968	41545
482523002819	78.9	21.1	26.3	73.7	15	31658	43902	40680
482523006726	70.6	29.4	-1.0	94.1	15	-1	43200	42495
482523006727	92.3	-1.0	46.2	53.8	12	30208	45847	38629
482523007014	100.0	0.0	0.0	100.0	11	-2	38798	38798
482523007667	62.5	37.5	-1.0	75.0	12	-1	41627	38796
482526002820	85.3	14.7	17.6	82.4	15	43393	50425	49184
482526002821	81.8	18.2	-1.0	97.0	15	-1	48796	48590
482526002822	73.4	26.6	31.6	68.4	12	43406	50046	47945
482526002823	80.0	20.0	22.0	78.0	12	43220	48868	47625
482526005519	90.5	9.5	28.6	71.4	13	42794	50059	47983
482526006002	74.0	26.0	14.0	86.0	13	43117	48647	47872
482526006003	92.3	7.7	41.0	59.0	10	43201	49418	46867
482526006432	89.2	10.8	32.4	67.6	12	42782	49710	47463
482526006571	78.9	19.3	31.6	68.4	9	43448	47793	46421
482526006871	82.5	15.8	42.1	57.9	9	43384	47997	46055
482526007071	60.0	30.0	-1.0	90.0	16	-1	50156	49341
482526007072	84.4	12.5	18.8	81.3	11	42682	47432	46541
482526007119	67.9	32.1	29.5	70.5	11	43295	48785	47167
482526007727	79.5	20.5	30.8	69.2	10	43210	47839	46415
482526008036	85.7	14.3	38.1	61.9	9	43375	47404	45869
482526008917	78.4	19.6	45.1	54.9	8	43540	47088	45488
482526008918	88.4	11.6	48.8	51.2	8	43363	46288	44860
482526008919	82.9	14.3	40.0	60.0	8	43288	46653	45307
482526008920	82.7	17.3	36.5	63.5	9	43093	47293	45759
482526009047	79.2	20.8	31.3	68.8	10	43148	47275	45986
482526009048	89.4	10.6	25.5	74.5	9	43082	46706	45781
482526009380	76.0	22.1	36.4	63.6	9	43400	48062	46367
482526009381	91.3	8.7	23.9	76.1	12	43253	47939	46819
482526009382	73.5	26.5	23.5	76.5	10	43930	47104	46357
482526011019	82.1	17.9	28.2	71.8	9	42613	46591	45469
482526011020	87.2	10.3	38.5	61.5	8	43167	46731	45360
482526011021	80.8	19.2	42.3	57.7	10	42919	48881	46359
482526011330	77.4	19.4	45.2	54.8	7	43456	46526	45139
482526011331	89.2	10.8	48.6	51.4	7	42897	45962	44471
482526011332	96.6	-1.0	58.6	41.4	5	42830	45194	43808
482526011333	85.3	14.7	41.2	58.8	7	43151	45813	44717
482526021502	93.5	-1.0	19.4	80.6	14	43101	49590	48334
482529005755	100.0	0.0	30.0	70.0	11	29880	41960	38336
482532002825	81.8	18.2	18.2	81.8	14	32695	42486	40706
482532002826	75.0	25.0	9.4	90.6	16	33090	45443	44285
482532002827	81.0	19.0	42.9	57.1	8	34518	40190	37759
482532006572	89.3	10.7	35.7	64.3	11	33022	41470	38453
482538002828	72.7	-1.0	72.7	27.3	4	37059	35151	36539
482541002831	50.0	50.0	0.0	100.0	19	-2	44201	44201
482544002832	64.7	35.3	23.5	76.5	16	29330	44381	40839
482544002834	92.9	-1.0	21.4	78.6	14	30840	41180	38964
482544006004	79.3	20.7	37.9	62.1	13	30447	42759	38089
482544007051	-1.0	0.0	0.0	-1.0	-1	-2	-1	-1
482547002836	77.8	22.2	22.2	77.8	15	29268	43407	40265
482547002837	75.0	25.0	25.0	75.0	13	29268	43370	39845
482550002838	90.0	10.0	13.3	86.7	14	36767	46744	45414
482550002839	84.9	15.1	35.8	64.2	10	37282	44962	42209
482550002840	88.6	11.4	45.7	54.3	9	36878	44662	41103
482550006280	83.7	16.3	23.3	76.7	13	37648	46165	44184
482550007445	91.4	8.6	37.1	62.9	11	37525	46393	43099
482550009388	-1.0	0.0	0.0	-1.0	-1	-2	-1	-1
482553002842	79.3	20.7	13.8	86.2	14	30065	41491	39915
482556002843	95.0	-1.0	45.0	55.0	7	32646	39692	36521
482556002845	70.0	25.0	25.0	75.0	14	32002	45957	42468
482556002846	89.5	-1.0	47.4	52.6	12	32395	46578	39860
482556002847	89.5	-1.0	15.8	84.2	17	32195	45649	43524
482559001629	86.4	13.6	-1.0	95.5	15	-1	44402	44110
482559002848	76.3	23.7	-1.0	94.7	19	-1	45769	45178
482559002850	79.2	18.9	26.4	73.6	14	36184	45741	43217
482559002851	85.7	14.3	25.7	74.3	12	36636	43805	41962
482559002852	91.4	8.6	17.1	82.9	16	36850	45054	43648
482559002853	64.0	31.4	17.4	82.6	15	39892	46033	44962
482559004892	-1.0	-1.0	-1.0	75.0	17	-1	48159	38316
482559007057	0.0	-1.0	-1.0	0.0	-1	-1	-2	-1
482559007376	-1.0	-1.0	0.0	100.0	17	-2	44890	44890
482559008963	0.0	100.0	0.0	100.0	13	-2	42345	42345
482559009323	75.8	24.2	9.1	90.9	16	36747	44256	43573
482562002854	96.6	-1.0	33.9	66.1	12	32761	41369	38451
482562002858	71.3	28.7	20.7	79.3	18	38108	46296	44602
482562002859	84.4	15.6	40.6	59.4	11	30133	41330	36781
482562002860	78.6	21.4	32.1	67.9	11	33774	41640	39112
482562007009	-1.0	60.0	-1.0	80.0	19	-1	44640	43862
482562007010	81.1	18.9	35.1	64.9	13	33162	43119	39621
482566000118	90.9	-1.0	27.3	72.7	13	40389	50766	47936
482566002861	0.0	-1.0	0.0	-1.0	-1	-2	-1	-1
482566002862	88.6	11.4	28.6	71.4	14	39669	50507	47410
482566002863	82.2	17.8	37.8	62.2	9	39221	46323	43640
482566002864	86.5	13.5	35.1	64.9	11	39723	49237	45894
482566002865	94.7	-1.0	47.4	52.6	9	39583	45988	42954
482566002866	73.4	23.8	34.3	65.7	13	39784	50023	46515
482566002867	92.9	7.1	66.7	33.3	7	38895	49771	42520
482566002868	90.3	9.7	12.9	87.1	15	40107	49327	48138
482566002869	76.1	23.9	47.8	52.2	10	39527	49734	44852
482566002871	80.3	19.7	35.0	65.0	11	38887	49096	45518
482566002872	74.5	25.5	43.1	56.9	12	38989	51057	45851
482566002874	85.1	14.9	38.3	61.7	13	39193	51331	46682
482566002875	77.6	22.4	30.6	69.4	12	39772	47966	45458
482566002876	84.8	15.2	17.4	82.6	15	38977	49566	47724
482566002877	83.7	16.3	44.2	55.8	8	40064	44975	42805
482566002878	84.8	15.2	39.1	60.9	11	39541	48850	45207
482566002879	78.7	21.3	44.7	55.3	12	38954	50661	45430
482566002880	71.4	28.6	28.6	71.4	14	39575	50017	47033
482566002881	87.1	12.9	35.5	64.5	13	38979	50834	46627
482566002882	87.8	12.2	34.1	65.9	12	39037	48062	44980
482566002912	86.7	13.3	26.7	73.3	12	38657	48461	45847
482566002913	91.1	8.9	51.1	48.9	9	38787	46548	42581
482566005757	71.7	28.3	52.2	47.8	7	39134	46094	42463
482566005918	71.7	28.3	30.2	69.8	9	38943	45204	43314
482566005929	86.0	14.0	25.6	74.4	13	39905	49743	47226
482566006281	80.0	-1.0	0.0	100.0	16	-2	49650	49650
482566006282	95.7	-1.0	42.6	57.4	11	39463	48789	44821
482566006283	87.5	12.5	39.6	60.4	11	39463	48637	45006
482566006433	83.3	16.7	31.5	68.5	14	39320	49072	46002
482566006574	88.4	11.6	14.0	86.0	13	39321	47761	46583
482566006733	94.9	-1.0	35.9	64.1	12	39468	49140	45668
482566007508	-1.0	75.0	0.0	100.0	20	-2	53268	53268
482566007783	60.0	-1.0	0.0	100.0	17	-2	49541	49541
482566007784	78.2	21.8	40.0	60.0	10	39226	46634	43671
482566007785	82.0	18.0	46.0	54.0	10	39430	47362	43713
482566007786	89.5	10.5	52.6	47.4	8	39406	45683	42379
482566008428	87.5	12.5	47.9	52.1	8	39310	45545	42558
482566008695	76.2	23.1	33.1	66.9	11	39373	47120	44557
482566008696	77.2	22.8	46.3	53.7	9	39482	47071	43555
482566009115	76.5	21.6	51.0	49.0	8	39241	45924	42517
482566009455	83.3	-1.0	83.3	-1.0	9	41210	-1	44704
482566009456	72.3	27.7	42.6	57.4	7	38748	42914	41141
482566009457	83.3	16.7	51.7	48.3	8	39123	45453	42183
482566010402	88.1	11.9	35.7	64.3	11	39002	47121	44221
482566010403	77.8	22.2	51.1	48.9	9	39085	47867	43378
482566010404	87.8	12.2	48.8	51.2	8	39544	46002	42852
482566010405	89.5	10.5	50.0	50.0	9	39377	47070	43224
482566010407	79.2	20.8	43.8	56.3	10	39160	47132	43644
482566010408	76.1	23.9	54.3	45.7	7	39047	43945	41283
482566021001	70.0	-1.0	0.0	100.0	20	-2	52327	52327
482566021004	80.0	20.0	34.0	66.0	10	39101	47010	44321
482568001639	42.9	57.1	0.0	100.0	17	-2	39077	39077
482568002884	81.6	18.4	10.5	89.5	17	35796	42531	41822
482568002885	71.4	28.6	21.4	78.6	14	32954	42034	40089
482568002886	57.1	35.7	35.7	64.3	13	33216	43890	40078
482568002887	66.7	30.6	26.4	73.6	13	32878	44742	41611
482568002888	62.1	37.9	13.8	86.2	19	33463	44740	43184
482568002889	70.0	30.0	25.0	75.0	14	33460	42337	40118
482568002891	81.8	18.2	33.3	66.7	12	33653	41057	38589
482568002892	67.9	28.6	25.0	75.0	16	33481	44157	41488
482568007058	-1.0	-1.0	-1.0	75.0	12	-1	41284	39197
482571002893	87.8	12.2	28.6	71.4	13	30013	41245	38036
482571002894	79.4	17.6	29.4	70.6	14	30969	43365	39719
482571002895	88.9	-1.0	-1.0	88.9	18	-1	43202	41880
482574001442	92.6	7.4	22.2	77.8	13	39326	49823	47490
482574002896	70.0	30.0	-1.0	95.0	21	-1	54301	53652
482574002897	80.5	19.5	9.8	90.2	19	42928	53410	52387
482574002898	82.8	17.2	55.2	44.8	9	41752	50157	45520
482574002899	83.3	16.7	21.4	78.6	17	42729	52439	50358
482574002900	78.3	21.7	8.7	91.3	20	41959	53587	52576
482574002901	81.7	18.3	33.0	67.0	12	40243	50736	47269
482574002902	82.3	17.7	37.1	62.9	12	41413	50469	47110
482574002903	68.7	28.6	18.7	81.3	17	41915	54263	51956
482574002904	86.7	13.3	13.3	86.7	16	38025	51409	49624
482574002905	73.1	26.9	11.9	88.1	16	43017	51074	50112
482574002906	67.5	32.5	20.0	80.0	17	42664	53131	51037
482574002907	70.7	29.3	29.3	70.7	13	41916	51644	48789
482574004647	69.2	30.8	38.5	61.5	11	42754	49989	47206
482574005521	75.6	24.4	22.0	78.0	16	42322	52764	50472
482574005522	68.3	31.2	34.1	65.9	13	40952	52980	48873
482574005523	76.6	23.4	43.8	56.3	10	40742	49831	45855
482574005524	82.9	17.1	34.1	65.9	13	41694	51647	48248
482574005758	74.3	25.7	20.0	80.0	17	40455	53376	50792
482574005759	67.2	31.3	16.4	83.6	16	40970	52821	50875
482574005880	75.9	24.1	25.9	74.1	14	40649	51973	49045
482574006005	74.4	25.6	51.2	48.8	10	41572	50050	45708
482574006006	73.8	26.3	17.5	82.5	15	41382	52328	50413
482574006007	80.0	20.0	20.0	80.0	16	39271	52733	50040
482574006735	86.5	13.5	24.3	75.7	14	41909	50662	48532
482574006986	80.9	19.1	21.3	78.7	14	41399	50886	48868
482574008272	86.9	13.1	29.5	70.5	14	40475	51344	48137
482574008631	74.8	24.5	28.3	71.7	12	42136	50447	48094
482574008632	80.0	20.0	45.0	55.0	14	23101	55276	40797
482574008633	76.2	23.8	47.6	52.4	11	40199	52229	46501
482574009281	72.6	26.0	21.9	78.1	13	42641	50377	48682
482574009282	84.6	15.4	29.5	70.5	11	41863	48933	46848
482574010771	82.8	17.2	24.1	75.9	13	40384	48676	46675
482574010772	81.6	18.4	40.8	59.2	11	40778	50297	46411
482574010773	91.5	8.5	44.7	55.3	10	38824	49839	44918
482574011273	90.4	9.6	44.2	55.8	9	42121	47894	45341
482574011462	90.9	-1.0	-1.0	81.8	12	-1	47873	46760
482574021317	82.9	17.1	14.6	85.4	16	42518	51378	50081
482579002909	83.3	16.7	22.2	77.8	15	32485	42852	40548
482580002911	84.2	15.8	21.1	78.9	15	29873	40125	37966
482587005525	91.7	-1.0	25.0	75.0	14	28103	40281	37237
482587005526	100.0	0.0	-1.0	71.4	14	-1	44117	39712
482587005527	100.0	0.0	0.0	100.0	20	-2	40623	40623
482589002917	92.6	-1.0	29.6	70.4	13	29464	43036	39014
482592002918	90.7	9.3	16.3	83.7	16	30914	42287	40436
482592002919	86.7	10.0	40.0	60.0	10	32123	41980	38037
482592002921	85.7	14.3	33.3	66.7	14	30867	44229	39775
482595002922	90.0	-1.0	-1.0	80.0	12	-1	39139	37010
482595002923	100.0	0.0	41.7	58.3	13	29890	41942	36920
482598002924	82.1	17.9	35.7	64.3	11	34703	43483	40347
482598002925	59.3	40.7	29.6	70.4	13	34844	44559	41681
482598005760	77.8	22.2	27.8	72.2	14	34930	44633	41938
482598006736	92.3	-1.0	42.3	57.7	11	34670	43143	39559
482604002926	97.1	-1.0	38.2	61.8	12	39024	48059	44604
482604002927	86.7	11.7	23.3	76.7	14	37539	51627	48340
482604002929	94.1	5.9	45.1	54.9	10	37393	46564	42428
482604002930	95.8	-1.0	29.2	70.8	13	35189	48396	44544
482604009545	100.0	0.0	26.7	73.3	12	36697	46612	43968
482607002931	42.9	-1.0	-1.0	71.4	13	-1	42536	39127
482610002932	86.5	13.5	16.2	83.8	16	31741	42887	41079
482610002933	81.4	18.6	14.0	86.0	16	31929	43412	41809
482610002934	88.2	-1.0	29.4	70.6	12	30540	41410	38213
482610006952	91.7	-1.0	12.5	87.5	14	31812	41368	40173
482613002935	89.8	10.2	32.7	67.3	12	40252	50473	47135
482613002936	78.6	16.2	25.6	74.4	16	40142	53939	50401
482613002938	95.1	4.9	50.8	49.2	9	40499	49753	45050
482613004779	87.5	12.5	43.8	56.3	9	40554	46557	43931
482613004781	96.0	-1.0	38.0	62.0	11	40776	49877	46418
482613005528	93.9	6.1	49.0	51.0	9	40725	47446	44154
482613005881	89.7	10.3	51.7	48.3	10	40819	50056	45278
482613006008	83.3	14.3	50.0	50.0	12	40081	53712	46896
482613006284	91.1	6.7	62.2	37.8	7	40320	49324	43721
482613006737	84.2	15.8	28.1	71.9	14	40590	50917	48018
482613006875	86.7	13.3	22.2	77.8	14	40919	51625	49246
482613007000	64.3	32.1	28.6	71.4	15	39702	51533	48153
482613007001	85.9	14.1	25.0	75.0	12	40257	49529	47211
482613007045	86.7	12.0	53.0	47.0	9	39889	50599	44921
482613007356	94.3	-1.0	34.0	66.0	11	40517	48911	46060
482613007655	94.2	5.8	36.5	63.5	10	40699	48285	45513
482613007656	95.7	-1.0	50.0	50.0	8	40437	47839	44138
482613007967	92.9	-1.0	71.4	28.6	7	40484	49961	43192
482613008294	88.9	9.5	30.2	69.8	11	41223	48242	46125
482613008295	89.1	10.9	43.5	56.5	9	40394	48370	44902
482613008658	90.3	9.7	51.6	48.4	10	40232	51246	45561
482613009305	87.1	8.6	44.3	55.7	9	39852	48284	44550
482613009306	94.3	-1.0	54.3	45.7	8	40631	48382	44174
482613009577	89.8	8.5	33.9	66.1	11	40866	48048	45613
482613009585	58.3	33.3	50.0	50.0	13	36896	56810	46853
482613009623	87.2	10.6	42.6	57.4	9	40405	47647	44565
482613010826	95.9	-1.0	61.2	38.8	8	39865	49991	43792
482613010828	87.2	12.8	68.1	31.9	7	40511	48367	43018
482613010829	90.0	6.0	52.0	48.0	9	40340	49235	44609
482613010830	90.5	7.1	64.3	35.7	10	39791	51014	43799
482616002939	81.0	14.3	38.1	61.9	11	39387	43543	41960
482616002940	70.8	25.0	50.0	50.0	8	39127	43296	41211
482616002941	76.2	19.0	42.9	57.1	11	39581	45441	42930
482616002943	80.0	18.3	61.7	38.3	8	39185	45486	41601
482616002946	81.8	18.2	40.9	59.1	12	38972	45757	42981
482616002948	68.2	27.3	40.9	59.1	14	39713	47004	44021
482616008215	79.2	16.7	54.2	45.8	7	38762	43701	41025
482619001443	70.0	30.0	-1.0	90.0	15	-1	47898	47133
482619002950	74.2	25.8	38.7	61.3	10	43194	47256	45684
482619002951	95.2	-1.0	42.9	57.1	9	42578	47011	45111
482619002952	90.9	9.1	42.4	57.6	10	42548	48371	45900
482619002954	92.9	-1.0	32.1	67.9	11	43126	47235	45914
482619002955	82.9	17.1	34.3	65.7	12	42455	48559	46467
482619002956	58.8	41.2	32.4	67.6	15	42312	51265	48369
482619002957	74.4	25.6	32.6	67.4	12	42765	48944	46932
482619006286	80.6	19.4	29.0	71.0	13	42714	48884	47093
482619006876	72.5	27.5	37.5	62.5	11	42848	47737	45904
482619021038	74.4	22.4	32.0	68.0	13	42884	49846	47618
482622002958	88.2	-1.0	35.3	64.7	16	30097	44096	39155
482622002959	87.5	-1.0	-1.0	87.5	15	-1	41906	40458
482622009542	75.0	-1.0	0.0	100.0	19	-2	43625	43625
482625002960	94.1	-1.0	17.6	82.4	15	32930	47661	45061
482625002961	89.5	-1.0	15.8	84.2	17	33588	48478	46127
482628002963	80.0	20.0	34.3	65.7	12	34100	43291	40140
482628002965	78.0	19.5	19.5	80.5	12	34800	42998	41399
482628002966	76.7	23.3	33.3	66.7	14	32620	43578	39925
482628006129	100.0	0.0	28.0	72.0	12	33329	42611	40012
482628007035	92.7	7.3	58.5	41.5	7	32867	40300	35949
482628008977	-1.0	0.0	-1.0	0.0	-1	-1	-2	-1
482631002967	84.6	15.4	23.1	76.9	14	34103	44957	42452
482631002968	73.3	26.7	24.4	75.6	14	34483	46326	43431
482631006287	93.1	-1.0	34.5	65.5	12	34269	46678	42399
482631009107	90.2	9.8	17.6	82.4	13	34441	43672	42043
482634002969	90.0	-1.0	50.0	50.0	12	33940	47960	40950
482634006130	93.8	-1.0	50.0	50.0	10	37589	44683	41136
482634021358	100.0	0.0	50.0	50.0	8	37666	42812	40239
482637002970	68.1	31.9	17.0	83.0	15	42865	52260	50661
482637006877	60.7	39.3	21.4	78.6	14	41821	52564	50262
482640002972	92.3	7.7	25.6	74.4	12	35214	43396	41298
482640002973	64.0	36.0	16.0	84.0	14	36147	42991	41896
482640007469	94.1	-1.0	52.9	47.1	9	34605	44849	39426
482643002975	79.4	20.6	44.1	55.9	8	36913	43442	40562
482643002976	78.1	21.9	50.0	50.0	8	37282	43207	40244
482643005761	84.6	-1.0	46.2	53.8	9	36833	42593	39935
482643007878	81.0	19.0	52.4	47.6	10	35514	46450	40722
482643010624	93.6	6.4	48.9	51.1	8	37111	41271	39235
482643021224	82.0	18.0	24.0	76.0	11	37438	42870	41566
482647002520	65.2	34.8	30.4	69.6	13	40754	48054	45832
482647005762	70.0	30.0	42.0	58.0	10	41188	46632	44345
482647005763	61.6	38.4	41.4	58.6	10	41857	48229	45590
482647006010	86.0	14.0	37.2	62.8	11	43923	47278	46029
482647008395	63.2	36.8	21.1	78.9	12	42127	46383	45487
482647008945	71.8	28.2	43.6	56.4	11	41225	49292	45776
482647009414	68.4	31.6	18.4	81.6	14	41996	47531	46511
482649002977	88.6	11.4	45.7	54.3	10	38745	45073	42180
482649002978	83.6	16.4	40.0	60.0	10	41268	47894	45244
482649002979	87.0	13.0	34.8	65.2	10	40164	46889	44550
482649007120	-1.0	-1.0	-1.0	75.0	11	-1	53058	49793
482649009386	80.6	19.4	48.4	51.6	7	38348	42604	40545
482649011341	73.7	26.3	21.1	78.9	10	42389	45175	44588
482649011342	86.8	13.2	42.1	57.9	9	37978	43450	41146
482658002983	90.5	-1.0	28.6	71.4	15	43142	52099	49540
482658002984	91.7	8.3	30.6	69.4	11	43209	49111	47308
482658002985	76.5	23.5	11.8	88.2	15	42625	50054	49180
482658002986	64.0	36.0	-1.0	92.0	16	-1	50892	50330
482658002987	85.3	11.8	17.6	82.4	14	41292	50523	48894
482658002988	76.5	22.4	29.4	70.6	14	42802	52618	49731
482658002989	83.1	16.9	29.6	70.4	12	42824	50453	48197
482658002991	89.5	10.5	23.7	76.3	11	43133	48572	47284
482658002992	82.6	17.4	32.6	67.4	12	42833	50403	47935
482658004034	90.7	9.3	18.6	81.4	14	42994	49945	48652
482658005531	70.2	29.8	43.9	56.1	10	42949	51578	47793
482658005532	80.0	20.0	43.3	56.7	9	43027	49084	46459
482658005533	90.2	9.8	34.1	65.9	10	43154	48174	46460
482658005534	75.5	22.3	35.1	64.9	12	43025	50783	48059
482658006132	84.6	15.4	23.1	76.9	13	43275	49763	48265
482658006133	80.0	20.0	22.5	77.5	14	42506	51295	49317
482658006436	-1.0	-1.0	-1.0	75.0	10	-1	47800	46600
482658006739	54.5	45.5	36.4	63.6	13	43357	52600	49239
482658006878	75.7	24.3	8.1	91.9	18	42767	52219	51453
482658006999	-1.0	0.0	0.0	-1.0	-1	-2	-1	-1
482658007601	79.4	20.6	52.9	47.1	8	43233	48319	45626
482658007602	95.5	-1.0	18.2	81.8	14	42963	49814	48568
482658007603	85.7	14.3	35.7	64.3	11	42089	47861	45799
482658008559	78.0	20.9	38.5	61.5	11	43194	50359	47604
482658008561	77.5	22.5	27.5	72.5	11	43055	48917	47305
482658008782	81.8	18.2	34.5	65.5	9	42687	47607	45907
482658008783	81.6	14.3	34.7	65.3	10	42851	48256	46381
482658010666	81.1	18.9	51.4	48.6	7	43013	46971	44939
482658010667	85.0	15.0	35.0	65.0	11	42846	50146	47591
482658021244	-1.0	-1.0	0.0	100.0	12	-2	48000	48000
482661002993	86.1	13.9	50.0	50.0	9	33212	41343	37277
482661002994	96.7	-1.0	36.7	63.3	13	33009	44089	40027
482661002995	94.4	-1.0	47.2	52.8	11	32418	44042	38553
482661002997	86.4	13.6	29.5	70.5	13	32869	43260	40190
482664002998	69.6	27.5	21.7	78.3	15	34626	45161	42871
482664002999	89.2	10.8	10.8	89.2	15	32698	45088	43748
482664003000	92.0	8.0	26.0	74.0	13	34623	43266	41019
482664007378	93.3	6.7	16.7	83.3	15	34153	44404	42696
482667003002	42.4	9.1	48.5	51.5	10	43643	49138	46474
482667003003	44.7	18.1	38.3	61.7	9	42510	48823	46405
482667003004	41.8	14.5	47.3	52.7	7	41329	46345	43974
482667003005	56.7	16.7	46.7	53.3	9	43964	48295	46274
482667003006	47.8	13.0	34.8	65.2	12	43603	49583	47503
482667006288	70.0	-1.0	53.3	46.7	7	42531	48382	45262
482667006743	60.5	-1.0	52.6	47.4	8	43634	47970	45688
482667009204	-1.0	0.0	-1.0	0.0	-1	-1	-2	-1
482667011199	35.7	17.9	78.6	21.4	4	43049	47531	44009
482667011200	36.0	-1.0	68.0	32.0	6	41454	44580	42454
482670006577	94.7	-1.0	31.6	68.4	12	29960	40532	37194
482679003010	97.4	-1.0	35.9	64.1	11	40079	46903	44453
482679003011	88.9	11.1	33.3	66.7	12	40383	47947	45426
482679003012	84.5	14.4	27.8	72.2	15	40533	49838	47248
482679003013	87.9	12.1	45.5	54.5	11	40227	48833	44921
482679003014	81.1	18.9	21.6	78.4	17	40060	51802	49263
482679003015	80.8	19.2	40.4	59.6	15	39871	52237	47243
482679003016	88.1	11.9	35.7	64.3	11	40119	46578	44271
482679003018	83.3	16.7	16.7	83.3	16	41933	49502	48241
482679003019	82.9	17.1	42.9	57.1	15	40400	53137	47678
482679003020	87.9	12.1	21.2	78.8	14	40110	48436	46670
482679003021	87.9	12.1	18.2	81.8	16	40817	48890	47422
482679003022	87.2	10.3	41.0	59.0	12	40194	49613	45748
482679003023	83.6	16.4	27.9	72.1	15	40467	49959	47313
482679003024	80.9	19.1	29.8	70.2	13	40307	48403	45992
482679003025	74.3	22.1	32.1	67.9	13	40357	49576	46612
482679003026	84.0	16.0	34.0	66.0	13	40353	49118	46138
482679003027	87.0	13.0	24.1	75.9	12	39849	47525	45677
482679003029	92.7	7.3	43.9	56.1	11	40400	47507	44387
482679003030	91.8	8.2	40.8	59.2	12	40185	48215	44937
482679003031	90.2	9.8	43.9	56.1	11	40278	48274	44763
482679005765	95.1	-1.0	36.6	63.4	12	38174	47048	43802
482679005882	86.8	13.2	39.5	60.5	12	40333	48898	45517
482679005883	82.1	16.1	25.0	75.0	15	40387	49527	47242
482679005884	79.0	20.0	43.0	57.0	11	40419	47847	44653
482679005885	77.2	22.8	36.8	63.2	11	40262	47804	45026
482679006578	90.0	10.0	30.0	70.0	11	40501	45671	44120
482679007475	81.8	18.2	18.2	81.8	14	40150	47963	46543
482679009089	89.1	8.7	21.7	78.3	15	37166	49464	46791
482679011365	66.7	-1.0	-1.0	66.7	14	-1	51341	47661
482685003033	85.2	14.8	11.1	88.9	16	35233	45326	44204
482691003034	100.0	0.0	27.8	72.2	11	29448	38775	36184
482691003035	73.7	26.3	-1.0	89.5	13	-1	40253	39114
482697003038	94.1	-1.0	41.2	58.8	10	28460	41062	35873
482700003040	82.1	14.3	25.0	75.0	15	31479	42918	40058
482703003041	78.7	21.3	34.0	66.0	13	39514	48852	45673
482703003042	70.5	25.8	25.0	75.0	13	39835	48725	46503
482703003043	81.9	16.9	41.0	59.0	10	39490	46584	43678
482703003044	75.7	24.3	43.2	56.8	8	39480	44663	42422
482703005587	66.0	34.0	27.7	72.3	13	39335	48037	45630
482703006289	82.7	15.4	30.8	69.2	12	39165	46310	44112
482703007099	78.8	21.2	36.5	63.5	11	39173	46533	43844
482703007496	87.5	10.7	30.4	69.6	13	39417	48215	45544
482703007497	79.6	16.3	38.8	61.2	10	39393	45285	43000
482703007498	71.7	23.3	51.7	48.3	8	37844	44979	41293
482703008089	71.7	27.6	18.1	81.9	13	40068	46790	45573
482703008090	79.3	15.5	22.4	77.6	13	39217	46599	44944
482703008416	74.1	25.9	33.3	66.7	11	37875	45600	43025
482703008959	79.5	17.9	38.5	61.5	11	39189	47089	44050
482703009105	82.1	14.3	35.7	64.3	10	37987	45320	42701
482703009436	80.7	17.6	37.0	63.0	9	39028	45152	42888
482703009437	75.0	-1.0	-1.0	75.0	14	-1	47408	45522
